X,species,genus,family,status,category,effort_corrected_abund,raw_abund,species_underscore,category_binary,pollination,poll_binary
Triplasis_purpurea,Triplasis purpurea,Triplasis,Poaceae,prune,nonhost,0.001512364,18,Triplasis_purpurea,0,abiotic,1
Tripsacum_dactyloides,Tripsacum dactyloides,Tripsacum,Poaceae,prune,nonhost,0.014489882,186,Tripsacum_dactyloides,0,abiotic,1
Trisetum_spicatum,Trisetum spicatum,Trisetum,Poaceae,prune,nonhost,4.91E-05,1,Trisetum_spicatum,0,abiotic,1
Trollius_laxus,Trollius laxus,Trollius,Ranunculaceae,prune,nonhost,2.95E-04,6,Trollius_laxus,0,biotic,2
Turnera_ulmifolia,Turnera ulmifolia,Turnera,Passifloraceae,prune,nonhost,0.011145387,172,Turnera_ulmifolia,0,biotic,2
Turritis_glabra,Turritis glabra,Turritis,Brassicaceae,prune,nonhost,0.00345602,170,Turritis_glabra,0,biotic,2
Ulmus_alata,Ulmus alata,Ulmus,Ulmaceae,prune,nonhost,0.08067508,1305,Ulmus_alata,0,abiotic,1
Uniola_paniculata,Uniola paniculata,Uniola,Poaceae,prune,nonhost,0.116748076,666,Uniola_paniculata,0,abiotic,1
Urtica_chamaedryoides,Urtica chamaedryoides,Urtica,Urticaceae,prune,nonhost,0.026690758,896,Urtica_chamaedryoides,0,abiotic,1
Utricularia_geminiscapa,Utricularia geminiscapa,Utricularia,Lentibulariaceae,prune,nonhost,0.134982199,2155,Utricularia_geminiscapa,0,biotic,2
Uvularia_floridana,Uvularia floridana,Uvularia,Colchicaceae,prune,specialist_host,0.092747536,2760,Uvularia_floridana,1,biotic,2
Valeriana_scandens,Valeriana scandens,Valeriana,Caprifoliaceae,prune,nonhost,0.001020033,49,Valeriana_scandens,0,biotic,2
Valerianella_radiata,Valerianella radiata,Valerianella,Caprifoliaceae,prune,nonhost,0.027723033,280,Valerianella_radiata,0,biotic,2
Vallisneria_americana,Vallisneria americana,Vallisneria,Hydrocharitaceae,prune,nonhost,0.005444164,94,Vallisneria_americana,0,abiotic,1
Veratrum_viride,Veratrum viride,Veratrum,Melanthiaceae,prune,nonhost,0.065976749,2018,Veratrum_viride,0,biotic,2
Verbena_urticifolia,Verbena urticifolia,Verbena,Verbenaceae,prune,specialist_host,0.060705604,1436,Verbena_urticifolia,1,biotic,2
Vernonia_flaccidifolia,Vernonia flaccidifolia,Vernonia,Asteraceae,prune,nonhost,0.056369917,1128,Vernonia_flaccidifolia,0,biotic,2
Veronica_wormskjoldii,Veronica wormskjoldii,Veronica,Plantaginaceae,prune,nonhost,0.036982544,980,Veronica_wormskjoldii,0,biotic,2
Veronicastrum_virginicum,Veronicastrum virginicum,Veronicastrum,Plantaginaceae,prune,nonhost,0.004172483,128,Veronicastrum_virginicum,0,biotic,2
Viburnum_acerifolium,Viburnum acerifolium,Viburnum,Adoxaceae,prune,nonhost,0.317399248,9054,Viburnum_acerifolium,0,biotic,2
Viola_canadensis,Viola canadensis,Viola,Violaceae,prune,specialist_host,0.347703529,8639,Viola_canadensis,1,biotic,2
Vulpia_octoflora,Vulpia octoflora,Vulpia,Poaceae,prune,nonhost,4.51E-05,1,Vulpia_octoflora,0,abiotic,1
Warea_cuneifolia,Warea cuneifolia,Warea,Brassicaceae,prune,nonhost,0.001464771,32,Warea_cuneifolia,0,biotic,2
Wisteria_frutescens,Wisteria frutescens,Wisteria,Fabaceae,prune,nonhost,0.005719326,70,Wisteria_frutescens,0,biotic,2
Wolffia_columbiana,Wolffia columbiana,Wolffia,Araceae,prune,nonhost,0.00147576,21,Wolffia_columbiana,0,biotic,2
Wolffiella_gladiata,Wolffiella gladiata,Wolffiella,Araceae,prune,nonhost,5.30E-04,5,Wolffiella_gladiata,0,biotic,2
Xanthium_strumarium,Xanthium strumarium,Xanthium,Asteraceae,prune,nonhost,0.070598063,987,Xanthium_strumarium,0,biotic,2
Xanthorhiza_simplicissima,Xanthorhiza simplicissima,Xanthorhiza,Ranunculaceae,prune,nonhost,0.013114851,385,Xanthorhiza_simplicissima,0,biotic,2
Xerophyllum_asphodeloides,Xerophyllum asphodeloides,Xerophyllum,Melanthiaceae,prune,nonhost,0.00295441,132,Xerophyllum_asphodeloides,0,biotic,2
Ximenia_americana,Ximenia americana,Ximenia,Olacaceae,prune,nonhost,0.036001728,262,Ximenia_americana,0,biotic,2
Xyris_jupicai,Xyris jupicai,Xyris,Xyridaceae,prune,nonhost,0.075044084,1101,Xyris_jupicai,0,biotic,2
Yucca_gloriosa,Yucca gloriosa,Yucca,Asparagaceae,prune,nonhost,0.082384158,1081,Yucca_gloriosa,0,biotic,2
Zannichellia_palustris,Zannichellia palustris,Zannichellia,Potamogetonaceae,prune,nonhost,3.79E-04,5,Zannichellia_palustris,0,abiotic,1
Zenobia_pulverulenta,Zenobia pulverulenta,Zenobia,Ericaceae,prune,nonhost,0.003048154,31,Zenobia_pulverulenta,0,biotic,2
Zephyranthes_simpsonii,Zephyranthes simpsonii,Zephyranthes,Amaryllidaceae,prune,nonhost,0.0366083,704,Zephyranthes_simpsonii,0,biotic,2
Zizaniopsis_miliacea,Zizaniopsis miliacea,Zizaniopsis,Poaceae,prune,nonhost,0.028369922,29,Zizaniopsis_miliacea,0,abiotic,1
Zizia_aurea,Zizia aurea,Zizia,Apiaceae,prune,specialist_host,0.017108316,794,Zizia_aurea,1,biotic,2
Zostera_marina,Zostera marina,Zostera,Zosteraceae,prune,nonhost,0.001809194,35,Zostera_marina,0,abiotic,1
Acmella_repens,Acmella repens,Acmella,Asteraceae,bind,nonhost,0.009498432,82,Acmella_repens,0,biotic,2
Acoelorraphe_wrightii,Acoelorraphe wrightii,Acoelorraphe,Arecaceae,bind,nonhost,0.001688942,45,Acoelorraphe_wrightii,0,biotic,2
Aconitum_uncinatum,Aconitum uncinatum,Aconitum,Ranunculaceae,bind,nonhost,0.001897575,91,Aconitum_uncinatum,0,biotic,2
Acorus_calamus_americanus,Acorus calamus americanus,Acorus,Acoraceae,bind,nonhost,8.19E-04,16,Acorus_calamus americanus,0,biotic,2
Ageratina_jucunda,Ageratina jucunda,Ageratina,Asteraceae,bind,nonhost,0.200202828,12458,Ageratina_jucunda,0,biotic,2
Alopecurus_carolinianus,Alopecurus carolinianus,Alopecurus,Poaceae,bind,nonhost,7.57E-05,1,Alopecurus_carolinianus,0,abiotic,1
Alophia_drummondii,Alophia drummondii,Alophia,Iridaceae,bind,nonhost,0.011360976,39,Alophia_drummondii,0,biotic,2
Ammoselinum_butleri,Ammoselinum butleri,Ammoselinum,Apiaceae,bind,nonhost,1.27E-04,1,Ammoselinum_butleri,0,biotic,2
Ampelamus_laevis,Ampelamus laevis,Ampelamus,Apocynaceae,bind,nonhost,0.005452233,52,Ampelamus_laevis,0,biotic,2
Amsonia_ludoviciana,Amsonia ludoviciana,Amsonia,Apocynaceae,bind,nonhost,0.02053414,324,Amsonia_ludoviciana,0,biotic,2
Amyris_elemifera,Amyris elemifera,Amyris,Rutaceae,bind,nonhost,7.95E-04,8,Amyris_elemifera,0,biotic,2
Anoda_cristata,Anoda cristata,Anoda,Malvaceae,bind,nonhost,0.002872491,3,Anoda_cristata,0,biotic,2
Anredera_vesicaria,Anredera vesicaria,Anredera,Basellaceae,bind,nonhost,3.83E-05,1,Anredera_vesicaria,0,biotic,2
Ayenia_euphrasifolia,Ayenia euphrasifolia,Ayenia,Malvaceae,bind,nonhost,3.65E-04,10,Ayenia_euphrasifolia,0,biotic,2
Bartonia_verna,Bartonia verna,Bartonia,Gentianaceae,bind,nonhost,0.0086232,142,Bartonia_verna,0,biotic,2
Berchemia_scandens,Berchemia scandens,Berchemia,Rhamnaceae,bind,nonhost,0.022189554,150,Berchemia_scandens,0,biotic,2
Berlandiera_subacaulis,Berlandiera subacaulis,Berlandiera,Asteraceae,bind,nonhost,0.016101343,274,Berlandiera_subacaulis,0,biotic,2
Blutaparon_vermiculare,Blutaparon vermiculare,Blutaparon,Amaranthaceae,bind,nonhost,0.002529751,35,Blutaparon_vermiculare,0,biotic,2
Bonamia_grandiflora,Bonamia grandiflora,Bonamia,Convolvulaceae,bind,nonhost,7.44E-04,36,Bonamia_grandiflora,0,biotic,2
Bouchetia_erecta,Bouchetia erecta,Bouchetia,Solanaceae,bind,nonhost,1.84E-05,2,Bouchetia_erecta,0,biotic,2
Boykinia_aconitifolia,Boykinia aconitifolia,Boykinia,Saxifragaceae,bind,nonhost,0.003698013,19,Boykinia_aconitifolia,0,biotic,2
Bradburia_pilosa,Bradburia pilosa,Bradburia,Asteraceae,bind,nonhost,0.001607939,7,Bradburia_pilosa,0,biotic,2
Buchnera_americana,Buchnera americana,Buchnera,Orobanchaceae,bind,nonhost,0.019540426,388,Buchnera_americana,0,biotic,2
Bucida_buceras,Bucida buceras,Bucida,Combretaceae,bind,nonhost,1.92E-04,5,Bucida_buceras,0,biotic,2
Bulbostylis_warei,Bulbostylis warei,Bulbostylis,Cyperaceae,bind,nonhost,0.004301922,77,Bulbostylis_warei,0,abiotic,1
Caesalpinia_bonduc,Caesalpinia bonduc,Caesalpinia,Fabaceae,bind,nonhost,0.037881122,315,Caesalpinia_bonduc,0,biotic,2
Calliandra_haematomma,Calliandra haematomma,Calliandra,Fabaceae,bind,nonhost,2.01E-05,1,Calliandra_haematomma,0,biotic,2
Callitriche_heterophylla,Callitriche heterophylla,Callitriche,Plantaginaceae,bind,nonhost,5.82E-04,7,Callitriche_heterophylla,0,biotic,2
Calopogon_tuberosus,Calopogon tuberosus,Calopogon,Orchidaceae,bind,nonhost,0.071826359,982,Calopogon_tuberosus,0,biotic,2
Camissonia_dentata_littoralis,Camissonia dentata littoralis,Camissonia,Onagraceae,bind,nonhost,1.51E-04,2,Camissonia_dentata littoralis,0,biotic,2
Castilleja_kraliana,Castilleja kraliana,Castilleja,Orobanchaceae,bind,nonhost,0.009096506,73,Castilleja_kraliana,0,biotic,2
Centrosema_virginianum,Centrosema virginianum,Centrosema,Fabaceae,bind,nonhost,0.101280108,1332,Centrosema_virginianum,0,biotic,2
Chapmannia_floridana,Chapmannia floridana,Chapmannia,Fabaceae,bind,nonhost,0.002242007,99,Chapmannia_floridana,0,biotic,2
Chiococca_alba,Chiococca alba,Chiococca,Rubiaceae,bind,nonhost,0.009888944,190,Chiococca_alba,0,biotic,2
Chondrosum_hirsutum,Chondrosum hirsutum,Chondrosum,Poaceae,bind,nonhost,2.22E-04,3,Chondrosum_hirsutum,0,abiotic,1
Chrysogonum_virginianum,Chrysogonum virginianum,Chrysogonum,Asteraceae,bind,nonhost,0.020151834,572,Chrysogonum_virginianum,0,biotic,2
Chrysopogon_pauciflorus,Chrysopogon pauciflorus,Chrysopogon,Poaceae,bind,nonhost,7.67E-05,2,Chrysopogon_pauciflorus,0,abiotic,1
Cleistesiopsis_oricamporum,Cleistesiopsis oricamporum,Cleistesiopsis,Orchidaceae,bind,nonhost,0.016417754,162,Cleistesiopsis_oricamporum,0,biotic,2
Cleome_serrulata,Cleome serrulata,Cleome,Cleomaceae,bind,nonhost,7.00E-05,1,Cleome_serrulata,0,biotic,2
Clitoria_mariana,Clitoria mariana,Clitoria,Fabaceae,bind,nonhost,0.032891798,533,Clitoria_mariana,0,biotic,2
Cnidoscolus_texanus,Cnidoscolus texanus,Cnidoscolus,Euphorbiaceae,bind,nonhost,0.099133899,1420,Cnidoscolus_texanus,0,biotic,2
Coelorachis_rugosa,Coelorachis rugosa,Coelorachis,Poaceae,bind,nonhost,0.00283282,33,Coelorachis_rugosa,0,abiotic,1
Conoclinium_coelestinum,Conoclinium coelestinum,Conoclinium,Asteraceae,bind,nonhost,0.21095849,2397,Conoclinium_coelestinum,0,biotic,2
Conopholis_americana,Conopholis americana,Conopholis,Orobanchaceae,bind,nonhost,0.117678068,2702,Conopholis_americana,0,biotic,2
Convallaria_pseudomajalis,Convallaria pseudomajalis,Convallaria,Asparagaceae,bind,nonhost,8.97E-04,24,Convallaria_pseudomajalis,0,biotic,2
Convolvulus_equitans,Convolvulus equitans,Convolvulus,Convolvulaceae,bind,nonhost,0.001511716,2,Convolvulus_equitans,0,biotic,2
Conyza_canadensis_pusilla,Conyza canadensis pusilla,Conyza,Asteraceae,bind,nonhost,0.001485465,3,Conyza_canadensis pusilla,0,biotic,2
Cordia_bahamensis,Cordia bahamensis,Cordia,Boraginaceae,bind,nonhost,8.13E-04,8,Cordia_bahamensis,0,biotic,2
Crinum_americanum,Crinum americanum,Crinum,Amaryllidaceae,bind,nonhost,0.02835953,493,Crinum_americanum,0,biotic,2
Crocanthemum_nashii,Crocanthemum nashii,Crocanthemum,Cistaceae,bind,nonhost,0.022095532,457,Crocanthemum_nashii,0,biotic,2
Croomia_pauciflora,Croomia pauciflora,Croomia,Stemonaceae,bind,nonhost,6.91E-04,10,Croomia_pauciflora,0,biotic,2
Cyclopogon_cranichoides,Cyclopogon cranichoides,Cyclopogon,Orchidaceae,bind,nonhost,1.01E-04,5,Cyclopogon_cranichoides,0,biotic,2
Desmanthus_illinoensis,Desmanthus illinoensis,Desmanthus,Fabaceae,bind,nonhost,0.031897191,37,Desmanthus_illinoensis,0,biotic,2
Dicliptera_brachiata,Dicliptera brachiata,Dicliptera,Acanthaceae,bind,nonhost,0.001976755,41,Dicliptera_brachiata,0,biotic,2
Dioclea_multiflora,Dioclea multiflora,Dioclea,Fabaceae,bind,nonhost,0.001645967,6,Dioclea_multiflora,0,biotic,2
Diodia_vein_chlorosis,Diodia vein chlorosis,Diodia,Rubiaceae,bind,nonhost,0.063391531,683,Diodia_vein chlorosis,0,biotic,2
Dracocephalum_parviflorum,Dracocephalum parviflorum,Dracocephalum,Lamiaceae,bind,nonhost,1.47E-04,3,Dracocephalum_parviflorum,0,biotic,2
Elytraria_caroliniensis_vahliana,Elytraria caroliniensis vahliana,Elytraria,Acanthaceae,bind,nonhost,0.002054069,49,Elytraria_caroliniensis vahliana,0,biotic,2
Epifagus_virginiana,Epifagus virginiana,Epifagus,Orobanchaceae,bind,nonhost,0.06750968,2336,Epifagus_virginiana,0,biotic,2
Eriochloa_acuminata,Eriochloa acuminata,Eriochloa,Poaceae,bind,nonhost,4.54E-04,2,Eriochloa_acuminata,0,abiotic,1
Erythrina_herbacea,Erythrina herbacea,Erythrina,Fabaceae,bind,nonhost,0.100017547,1215,Erythrina_herbacea,0,biotic,2
Eulophia_alta,Eulophia alta,Eulophia,Orchidaceae,bind,nonhost,0.00234986,61,Eulophia_alta,0,biotic,2
Euploca_tenella,Euploca tenella,Euploca,Boraginaceae,bind,nonhost,0.024058129,262,Euploca_tenella,0,biotic,2
Eustoma_grandiflorum,Eustoma grandiflorum,Eustoma,Gentianaceae,bind,nonhost,0.025615641,177,Eustoma_grandiflorum,0,biotic,2
Evolvulus_sericeus,Evolvulus sericeus,Evolvulus,Convolvulaceae,bind,nonhost,5.39E-04,15,Evolvulus_sericeus,0,biotic,2
Fagus_grandifolia,Fagus grandifolia,Fagus,Fagaceae,bind,nonhost,0.449182116,12556,Fagus_grandifolia,0,abiotic,1
Filipendula_rubra,Filipendula rubra,Filipendula,Rosaceae,bind,nonhost,0.001036009,32,Filipendula_rubra,0,biotic,2
Fleischmannia_incarnata,Fleischmannia incarnata,Fleischmannia,Asteraceae,bind,nonhost,0.002130672,18,Fleischmannia_incarnata,0,biotic,2
Floerkea_proserpinacoides,Floerkea proserpinacoides,Floerkea,Limnanthaceae,bind,nonhost,0.005292317,146,Floerkea_proserpinacoides,0,biotic,2
Frasera_caroliniensis,Frasera caroliniensis,Frasera,Gentianaceae,bind,nonhost,0.003271755,44,Frasera_caroliniensis,0,biotic,2
Gaura_longiflora,Gaura longiflora,Gaura,Onagraceae,bind,nonhost,0.027073336,404,Gaura_longiflora,0,biotic,2
Gentianella_quinquefolia,Gentianella quinquefolia,Gentianella,Gentianaceae,bind,nonhost,0.001605499,55,Gentianella_quinquefolia,0,biotic,2
Gentianopsis_virgata,Gentianopsis virgata,Gentianopsis,Gentianaceae,bind,nonhost,0.002596194,92,Gentianopsis_virgata,0,biotic,2
Gouania_lupuloides,Gouania lupuloides,Gouania,Rhamnaceae,bind,nonhost,4.83E-04,6,Gouania_lupuloides,0,biotic,2
Gymnocladus_dioica,Gymnocladus dioica,Gymnocladus,Fabaceae,bind,nonhost,0.002072518,106,Gymnocladus_dioica,0,biotic,2
Halenia_deflexa,Halenia deflexa,Halenia,Gentianaceae,bind,nonhost,1.55E-04,2,Halenia_deflexa,0,biotic,2
Harrimanella_hypnoides,Harrimanella hypnoides,Harrimanella,Ericaceae,bind,nonhost,7.23E-05,7,Harrimanella_hypnoides,0,biotic,2
Hedeoma_pulegioides,Hedeoma pulegioides,Hedeoma,Lamiaceae,bind,nonhost,0.002361894,89,Hedeoma_pulegioides,0,biotic,2
Heliopsis_helianthoides,Heliopsis helianthoides,Heliopsis,Asteraceae,bind,nonhost,0.001995692,62,Heliopsis_helianthoides,0,biotic,2
Hepatica_nobilis_obtusa,Hepatica nobilis obtusa,Hepatica,Ranunculaceae,bind,nonhost,0.05605838,1891,Hepatica_nobilis obtusa,0,biotic,2
Herissantia_crispa,Herissantia crispa,Herissantia,Malvaceae,bind,nonhost,3.07E-04,8,Herissantia_crispa,0,biotic,2
Hexastylis_harperi,Hexastylis harperi,Hexastylis,Aristolochiaceae,bind,nonhost,0.001018322,36,Hexastylis_harperi,0,biotic,2
Hudsonia_ericoides,Hudsonia ericoides,Hudsonia,Cistaceae,bind,nonhost,0.043176866,368,Hudsonia_ericoides,0,biotic,2
Hygrophila_costata,Hygrophila costata,Hygrophila,Acanthaceae,bind,nonhost,3.24E-04,5,Hygrophila_costata,0,biotic,2
Hymenopappus_scabiosaeus,Hymenopappus scabiosaeus,Hymenopappus,Asteraceae,bind,nonhost,0.002968234,13,Hymenopappus_scabiosaeus,0,biotic,2
Isotria_medeoloides,Isotria medeoloides,Isotria,Orchidaceae,bind,nonhost,0.005627323,148,Isotria_medeoloides,0,biotic,2
Koanophyllon_villosum,Koanophyllon villosum,Koanophyllon,Asteraceae,bind,nonhost,1.92E-04,5,Koanophyllon_villosum,0,biotic,2
Lasiacis_divaricata,Lasiacis divaricata,Lasiacis,Poaceae,bind,nonhost,7.67E-04,20,Lasiacis_divaricata,0,abiotic,1
Lechea_racemulosa,Lechea racemulosa,Lechea,Cistaceae,bind,nonhost,0.006664737,146,Lechea_racemulosa,0,biotic,2
Ledum_palustre_groenlandicum,Ledum palustre groenlandicum,Ledum,Ericaceae,bind,nonhost,0.07361932,993,Ledum_palustre groenlandicum,0,biotic,2
Leucothrinax_morrisii,Leucothrinax morrisii,Leucothrinax,Arecaceae,bind,nonhost,3.83E-05,1,Leucothrinax_morrisii,0,biotic,2
Lindernia_dubia_anagallidea,Lindernia dubia anagallidea,Lindernia,Linderniaceae,bind,nonhost,0.011297708,223,Lindernia_dubia anagallidea,0,biotic,2
Lipocarpha_micrantha,Lipocarpha micrantha,Lipocarpha,Cyperaceae,bind,nonhost,3.72E-04,6,Lipocarpha_micrantha,0,abiotic,1
Lygodesmia_aphylla,Lygodesmia aphylla,Lygodesmia,Asteraceae,bind,nonhost,0.017922015,393,Lygodesmia_aphylla,0,biotic,2
Lysiloma_latisiliquum,Lysiloma latisiliquum,Lysiloma,Fabaceae,bind,nonhost,0.001955372,51,Lysiloma_latisiliquum,0,biotic,2
Macbridea_alba,Macbridea alba,Macbridea,Lamiaceae,bind,nonhost,0.001505557,12,Macbridea_alba,0,biotic,2
Macranthera_flammea,Macranthera flammea,Macranthera,Orobanchaceae,bind,nonhost,0.001012923,18,Macranthera_flammea,0,biotic,2
Magnolia_macrophylla,Magnolia macrophylla,Magnolia,Magnoliaceae,bind,nonhost,0.339708367,5084,Magnolia_macrophylla,0,biotic,2
Malvastrum_corchorifolium,Malvastrum corchorifolium,Malvastrum,Malvaceae,bind,nonhost,8.06E-05,4,Malvastrum_corchorifolium,0,biotic,2
Manilkara_jaimiqui_emarginata,Manilkara jaimiqui emarginata,Manilkara,Sapotaceae,bind,nonhost,3.83E-04,10,Manilkara_jaimiqui emarginata,0,biotic,2
Maytenus_phyllanthoides,Maytenus phyllanthoides,Maytenus,Celastraceae,bind,nonhost,2.72E-04,9,Maytenus_phyllanthoides,0,biotic,2
Mecardonia_acuminata,Mecardonia acuminata,Mecardonia,Plantaginaceae,bind,nonhost,0.011352825,197,Mecardonia_acuminata,0,biotic,2
Meehania_cordata,Meehania cordata,Meehania,Lamiaceae,bind,nonhost,9.18E-04,19,Meehania_cordata,0,biotic,2
Melampyrum_lineare,Melampyrum lineare,Melampyrum,Orobanchaceae,bind,nonhost,0.017708142,610,Melampyrum_lineare,0,biotic,2
Melochia_pyramidata,Melochia pyramidata,Melochia,Malvaceae,bind,nonhost,0.004454367,96,Melochia_pyramidata,0,biotic,2
Metastelma_blodgetti,Metastelma blodgetti,Metastelma,Apocynaceae,bind,nonhost,9.97E-04,26,Metastelma_blodgetti,0,biotic,2
Muscadinia_rotundifolia_munsoniana,Muscadinia rotundifolia munsoniana,Muscadinia,Vitaceae,bind,nonhost,8.90E-04,23,Muscadinia_rotundifolia munsoniana,0,biotic,2
Myrsine_cubana,Myrsine cubana,Myrsine,Primulaceae,bind,nonhost,0.015003823,226,Myrsine_cubana,0,biotic,2
Narthecium_americanum,Narthecium americanum,Narthecium,Nartheciaceae,bind,nonhost,5.44E-04,36,Narthecium_americanum,0,biotic,2
Neobeckia_aquatica,Neobeckia aquatica,Neobeckia,Brassicaceae,bind,nonhost,1.27E-04,1,Neobeckia_aquatica,0,biotic,2
Neptunia_pubescens,Neptunia pubescens,Neptunia,Fabaceae,bind,nonhost,0.006546554,39,Neptunia_pubescens,0,biotic,2
Nuttallanthus_canadensis,Nuttallanthus canadensis,Nuttallanthus,Plantaginaceae,bind,nonhost,0.070343929,1145,Nuttallanthus_canadensis,0,biotic,2
Obolaria_virginica,Obolaria virginica,Obolaria,Gentianaceae,bind,nonhost,0.01735373,527,Obolaria_virginica,0,biotic,2
Oclemena_nemoralis,Oclemena nemoralis,Oclemena,Asteraceae,bind,nonhost,0.074252727,1043,Oclemena_nemoralis,0,biotic,2
Oldenlandiopsis_callitrichoides,Oldenlandiopsis callitrichoides,Oldenlandiopsis,Rubiaceae,bind,nonhost,7.67E-05,2,Oldenlandiopsis_callitrichoides,0,biotic,2
Oxytropis_campestris_johannensis,Oxytropis campestris johannensis,Oxytropis,Fabaceae,bind,nonhost,0.004347826,1,Oxytropis_campestris johannensis,0,biotic,2
Parthenium_integrifolium,Parthenium integrifolium,Parthenium,Asteraceae,bind,nonhost,0.005352083,170,Parthenium_integrifolium,0,biotic,2
Paysonia_lyrata,Paysonia lyrata,Paysonia,Brassicaceae,bind,nonhost,1.27E-04,1,Paysonia_lyrata,0,biotic,2
Pedicularis_furbishiae,Pedicularis furbishiae,Pedicularis,Orobanchaceae,bind,nonhost,0.047073486,709,Pedicularis_furbishiae,0,biotic,2
Physostegia_virginiana,Physostegia virginiana,Physostegia,Lamiaceae,bind,nonhost,0.00526936,171,Physostegia_virginiana,0,biotic,2
Pilosocereus_robinii,Pilosocereus robinii,Pilosocereus,Cactaceae,bind,nonhost,0.022298903,3,Pilosocereus_robinii,0,biotic,2
Poa_autumnalis,Poa autumnalis,Poa,Poaceae,bind,nonhost,0.004703396,71,Poa_autumnalis,0,abiotic,1
Pogonia_ophioglossoides,Pogonia ophioglossoides,Pogonia,Orchidaceae,bind,nonhost,0.044090368,674,Pogonia_ophioglossoides,0,biotic,2
Polypogon_interruptus,Polypogon interruptus,Polypogon,Poaceae,bind,nonhost,4.51E-05,1,Polypogon_interruptus,0,abiotic,1
Priva_lappulacea,Priva lappulacea,Priva,Verbenaceae,bind,nonhost,1.53E-04,4,Priva_lappulacea,0,biotic,2
Proboscidea_louisianica,Proboscidea louisianica,Proboscidea,Martyniaceae,bind,nonhost,1.32E-04,2,Proboscidea_louisianica,0,biotic,2
Pterospora_andromedea,Pterospora andromedea,Pterospora,Ericaceae,bind,nonhost,4.17E-05,1,Pterospora_andromedea,0,biotic,2
Quadrella_jamaicensis,Quadrella jamaicensis,Quadrella,Capparaceae,bind,nonhost,0.003790678,47,Quadrella_jamaicensis,0,biotic,2
Ratibida_columnifera,Ratibida columnifera,Ratibida,Asteraceae,bind,specialist_host,0.006173398,78,Ratibida_columnifera,1,biotic,2
Reynosia_septentrionalis,Reynosia septentrionalis,Reynosia,Rhamnaceae,bind,nonhost,0.022452266,7,Reynosia_septentrionalis,0,biotic,2
Rhamnus_alnifolia,Rhamnus alnifolia,Rhamnus,Rhamnaceae,bind,nonhost,0.003433408,69,Rhamnus_alnifolia,0,biotic,2
Rhynchosia_swartzii,Rhynchosia swartzii,Rhynchosia,Fabaceae,bind,nonhost,0.013496774,234,Rhynchosia_swartzii,0,biotic,2
Sageretia_minutiflora,Sageretia minutiflora,Sageretia,Rhamnaceae,bind,nonhost,9.77E-04,18,Sageretia_minutiflora,0,biotic,2
Salpingostylis_coelestina,Salpingostylis coelestina,Salpingostylis,Iridaceae,bind,nonhost,0.001471385,19,Salpingostylis_coelestina,0,biotic,2
Sassafras_albidum,Sassafras albidum,Sassafras,Lauraceae,bind,nonhost,0.312928509,7270,Sassafras_albidum,0,biotic,2
Schisandra_glabra,Schisandra glabra,Schisandra,Schisandraceae,bind,nonhost,7.98E-04,9,Schisandra_glabra,0,abiotic,1
Schoenolirion_croceum,Schoenolirion croceum,Schoenolirion,Asparagaceae,bind,nonhost,0.0053918,69,Schoenolirion_croceum,0,biotic,2
Schoenoplectiella_smithii_smithii,Schoenoplectiella smithii smithii,Schoenoplectiella,Cyperaceae,bind,nonhost,2.24E-04,9,Schoenoplectiella_smithii smithii,0,abiotic,1
Schoepfia_schreberi,Schoepfia schreberi,Schoepfia,Schoepfiaceae,bind,nonhost,8.33E-04,9,Schoepfia_schreberi,0,biotic,2
Schwalbea_americana,Schwalbea americana,Schwalbea,Orobanchaceae,bind,nonhost,0.001083802,16,Schwalbea_americana,0,biotic,2
Scutellaria_incana,Scutellaria incana,Scutellaria,Lamiaceae,bind,nonhost,0.072154377,1058,Scutellaria_incana,0,biotic,2
Senecio_pseudoarnica,Senecio pseudoarnica,Senecio,Asteraceae,bind,nonhost,3.58E-04,2,Senecio_pseudoarnica,0,biotic,2
Sibbaldiopsis_tridentata,Sibbaldiopsis tridentata,Sibbaldiopsis,Rosaceae,bind,nonhost,0.030649575,775,Sibbaldiopsis_tridentata,0,biotic,2
Silphium_asteriscus_latifolium,Silphium asteriscus latifolium,Silphium,Asteraceae,bind,nonhost,0.030094617,561,Silphium_asteriscus latifolium,0,biotic,2
Stachydeoma_graveolens,Stachydeoma graveolens,Stachydeoma,Lamiaceae,bind,nonhost,0.001783686,29,Stachydeoma_graveolens,0,biotic,2
Stenandrium_dulce,Stenandrium dulce,Stenandrium,Acanthaceae,bind,nonhost,0.001887399,45,Stenandrium_dulce,0,biotic,2
Stipa_spartea,Stipa spartea,Stipa,Poaceae,bind,nonhost,8.69E-05,2,Stipa_spartea,0,abiotic,1
Streptopus_amplexifolius,Streptopus amplexifolius,Streptopus,Liliaceae,bind,nonhost,0.084889593,568,Streptopus_amplexifolius,0,biotic,2
Stylosanthes_biflora,Stylosanthes biflora,Stylosanthes,Fabaceae,bind,nonhost,0.022061956,304,Stylosanthes_biflora,0,biotic,2
Synandra_hispidula,Synandra hispidula,Synandra,Lamiaceae,bind,nonhost,0.002144692,3,Synandra_hispidula,0,biotic,2
Tephrosia_onobrychoides,Tephrosia onobrychoides,Tephrosia,Fabaceae,bind,nonhost,0.033894565,540,Tephrosia_onobrychoides,0,biotic,2
